"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"HKNI","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HKN INC NEW","USA","HKN, Inc."
"HKSHY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HONG KNG & SGHI UNSP/ADR","Hong Kong","Hong Kong & Shanghai Hotels"
"HKTTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HKT TRUST AND HKT LTD ORD","USA","Hkt Trust and Hkt Ltd"
"HKTTY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HKT TRUST AND HK UNSP/ADR","USA","Hkt Trust and Hkt Ltd"
"HKTVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HONG KONG TV NTWRK S/ADR","Hong Kong","Hong Kong Television Network Ltd."
"HKUOY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HAKUHODO DY HLD UNSP/ADR","Japan","Hakuhodo Dy Holdings, Inc."
"HKWO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HONG KONG WINALITE GRP","Hong Kong","Hong Kong Winalite Group, Inc."
"HKXCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HONG KONG EXCH & CLEARING","China","Hong Kong Exchange & Clearing Ltd."
"HKXCY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HONG KONG EX&CL UNSP/ADR","China","Hong Kong Exchange & Clearing Ltd."
"HLAN","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HEARTLAND BANC CORP","USA","Heartland BancCorp"
"HLBZF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HEIDELBERGERCEMENT AG","Germany","HeidelbergCement AG"
"HLCN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOLOCO INC","USA","Holoco, Inc."
"HLDCY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HENDERSON LD DEV S/ADR","China","Henderson Land Development Co., Ltd."
"HLDVF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HENDERSON LD DEV CO LTD","China","Henderson Land Development Co., Ltd."
"HLFDY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HALFORDS GROUP UNSP/ADR","United Kingdom","Halfords Group Plc"
"HLFN","OTC Link/BB","05/02/2017","OTC Pink Current","N","Common Stock","","HOME LOAN FINCL CORP","USA","Home Loan Financial Corp."
"HLIX","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HELIX TCS INC","USA","Helix TCS, Inc."
"HLLGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HELLA KGAA HUECK UNSP/ADR","","Hella KGAA Hueck & Co."
"HLLK","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HALLMARK VENTURE GRP INC","USA","Hallmark Venture Group, Inc."
"HLLPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HELLO PAL INTL INC ORD","","Hello Pal Intl Inc"
"HLLXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HELLIX VENTURES INC","Canada","Hellix Ventures, Inc."
"HLMAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HALMA PLC","United Kingdom","Halma PLC"
"HLMB","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","SWIFTSURE INTL INC","USA","Swiftsure International, Inc."
"HLMNY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HOLMEN AB UNSP/ADR","Sweden","Holmen AB"
"HLND","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","HIGHLANDS BNKSHS OF VA","USA","Highlands Bankshares, Inc. (VA)"
"HLPPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HANG LUNG PPTYS LTD","China","Hang Lung Properties Ltd."
"HLPPY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HANG LUNG PPTYS S/ADR","China","Hang Lung Properties Ltd."
"HLRD","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HILLIARD CORP","USA","Hilliard Corp."
"HLRTF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","","HILLCREST PETROL LTD ORD","Canada","Hillcrest Petroleum Ltd."
"HLSPY","OTC Link","05/02/2017","OTCQB","N","American Depository Receipts","","HELIOSPECTRA AB S/ADR","Sweden","Heliospectra AB"
"HLTEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HILAN TECH LTD","Israel","Hilan Tech Ltd."
"HLTK","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HEALTHTALK LIVE INC","USA","Healthtalk Live Inc"
"HLTOF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HELLENIC TELECOMMUNS ORG","Greece","Hellenic Telecommunications Organization S.A."
"HLTOY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HELLENIC TELECOMMUNS ADR","Greece","Hellenic Telecommunications Organization S.A."
"HLUKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","H LUNDBECK A/S","Denmark","H. Lundbeck A/S"
"HLUYY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","H LUNDBECK A/S S/ADR","Denmark","H. Lundbeck A/S"
"HLWD","OTC Link/BB","05/02/2017","OTCQB","N","Common Stock","","ALMOST NEVER FILMS INC","USA","Almost Never Films Inc."
"HLXH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HAMPTONS LUXURY HOMES INC","USA","Hamptons Luxury Homes, Inc."
"HLXW","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HELIX WIND CORP","USA","Helix Wind, Corp."
"HLYHY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HELLABY HLDGS UNSP/ADR","New Zealand","Hellaby Holdings Ltd."
"HMBG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","B","HAMBURG INDUS INC","USA","Hamburg Industries, Inc."
"HMBH","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HAMILTON ST BNCSHS(GA)","USA","Hamilton State Bancshares (GA)"
"HMCP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HERITAGE MEDIA CORP","USA","Heritage Media Corp."
"HMCTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HNA INFRA CO LTD ORD","China","HNA Infrastructure Co. Ltd."
"HMENF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HEMISPHERE ENERGY CORP","Canada","Hemisphere Energy Corp."
"HMGN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HEMAGEN DIAGNOSTICS INC","USA","Hemagen Diagnostics, Inc."
"HMLA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOMELAND RES LTD NEW","USA","Homeland Resources Ltd."
"HMLN","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HAMLIN BK&TR SMETHPORT PA","USA","Hamlin Bank & Trust Co. (Smethport, PA)"
"HMMR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HAMMER FIBER OPTICS HLDGS","USA","Hammer Fiber Optics Holdings Corp."
"HMNU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HUMAN UNITEC INTL INC","USA","Human Unitec International, Inc."
"HMPQ","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HEMPAMERICANA INC","USA","HempAmericana, Inc."
"HMRZF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","B","HENNES&MAURITZ B FREE SHS","Sweden","Hennes & Mauritz AB"
"HMSNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HAMMERSON PLC ORD","United Kingdom","Hammerson Plc"
"HMTAP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","C","HOMETOWN BANKSHARES PFD","USA","HomeTown Bankshares Corporation"
"HMTC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOMASOTE CO","USA","Homasote Co."
"HMTF","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HOME TREASURE FINDERS INC","USA","Home Treasure Finders, Inc."
"HMTLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HITACHI METALS LTD ADR","Japan","Hitachi Metals Ltd."
"HMTVW","OTC Link/BB","05/02/2017","OTC Pink Current","N","Warrants","","HEMISPHERE MEDIA GP A WTS","USA","Hemisphere Media Group, Inc."
"HMUS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HOMEOWNUSA","USA","Homeownusa"
"HNDAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HONDA MOTOR CO LTD","Japan","Honda Motor Co., Ltd."
"HNDGF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HENDERSON GROUP PLC ORD","United Kingdom","Henderson Group Plc."
"HNDI","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HANDENI GOLD INC","United Republic of Tanzania","Handeni Gold Inc."
"HNET","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HIGHLIGHT NETWORKS INC","USA","Highlight Networks Inc"
"HNFSA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","A","HANOVER FOODS CORP A","USA","Hanover Foods Corp."
"HNFSB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","B","HANOVER FOODS CORP B","USA","Hanover Foods Corp."
"HNGKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HONGKONG LAND HLDG UN/ADR","Hong Kong","Hongkong Land Holdings Ltd."
"HNGR","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HANGER INC","USA","Hanger, Inc."
"HNHPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HON HAI PRECISION S/GDR","Taiwan","Hon Hai Precision Industry Co. Ltd."
"HNIN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HORNE INTL INC","USA","Horne International, Inc."
"HNLGF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HANG LUNG GRP ORD","China","Hang Lung Group Ltd."
"HNLGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HANG LUNG GROUP LTD S/ADR","China","Hang Lung Group Ltd."
"HNNMY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HENNES&MAURITZ UNSP/ADR","Sweden","Hennes & Mauritz AB"
"HNORY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HARVEY NRMN HDGS UNSP/ADR","Australia","Harvey Norman Holdings, Ltd."
"HNTIY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HUNTING GROUP UNSP/ADR","United Kingdom","Hunting Group Plc."
"HNTM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HUNTMOUNTAIN RES LTD","USA","HuntMountain Resources Ltd."
"HNUZF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","BETAPRO NATURAL ETF UNIT","Canada","BetaPro Natural Gas 2x Daily Bull ETF"
"HOCFY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HOCHTIEF AG UNSP/ADR","Germany","Hochtief AG"
"HOCPY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HOYA CORP S/ADR","Japan","Hoya Corp."
"HOFC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOMEOWNERS FINANCIAL CORP","USA","Homeowners Financial Corp."
"HOFD","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HOMEFED CORP","USA","HomeFed Corp."
"HOGU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOLIDAY GULF HOMES INC","USA","Holiday-Gulf Homes, Inc."
"HOILF","OTC Link","05/02/2017","OTCQX International","N","Ordinary Shares","","HUNTER OIL CORP ORD","Canada","Hunter Oil Corp."
"HOKCY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HONG KONG&CHINA GAS S/ADR","China","Hong Kong & China Gas Co., Ltd."
"HOLL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOLLYWOOD MEDIA CORP","USA","Hollywood Media Corp."
"HOMR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOMIE RECIPES INC","USA","Homie Recipes, Inc."
"HONT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HONAT BANCORP INC","USA","Honat Bancorp, Inc."
"HOOB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOLOBEAM INC","USA","Holobeam, Inc."
"HOPS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","APPALACHIAN MOUNTAIN BREW","USA","Appalachian Mountain Brewery, Inc."
"HOTF","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOT MAMAS FOODS INC CO","USA","Hot Mama's Foods, Inc."
"HOVVB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","B","HOVNANIAN ENTRPRS B","USA","Hovnanian Enterprises, Inc."
"HOWWF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","H","HOPEWELL HLDGS LTD H","China","Hopewell Holdings, Ltd."
"HOWWY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HOPEWELL HLDGS LTD S/ADR","China","Hopewell Holdings, Ltd."
"HPCQ","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HPC ACQUISITIONS INC","USA","HPC Acquisitions, Inc."
"HPHTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HAMAMATSU PHOTONICS ORD","Japan","Hamamatsu Photonics"
"HPIFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HUADIAN PWR INTL CORP ORD","China","Huadian Power International Corp."
"HPIL","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HPIL HOLDING","USA","HPIL Holding"
"HPMCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AFRICA ENERGY CORP","Canada","Africa Energy Corp."
"HPNN","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HOP-ON INC","USA","Hop-on, Inc."
"HPPI","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","HEDGEPATH PHARMS INC","USA","HedgePath Pharmaceuticals, Inc."
"HPTG","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HYDROPHI TECHNOLOGIES GRP","USA","HydroPhi Technologies Group, Inc."
"HPTO","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HOPTO INC NEW","USA","hopTo Inc."
"HQGE","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HQ GLOBAL EDUCATION INC","China","HQ Global Education Inc."
"HRAA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HEALTH REVENUE ASSURNC HL","USA","Health Revenue Assurance Holdings, Inc."
"HRAL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HEAR ATLAST HOLDINGS INC","Canada","Hear AtLast Holdings, Inc."
"HRBK","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HARBOR BANKSHARES CORP","USA","Harbor Bankshares Corporation"
"HRBR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HARBOR DIVERSIFIED INC","USA","Harbor Diversified, Inc."
"HRCR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HERSHEY CREAMERY CO","USA","Hershey Creamery Co."
"HRCXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HURRICANE ENERGY PLC","","Hurricane Energy PLC"
"HREEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","STANS ENERGY CORP","Canada","Stans Energy Corp."
"HRELF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HAIER ELECTRONICS GRP CO","China","Haier Electronics Group Co., Ltd."
"HRELY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HAIER ELECS GRP UNSP/ADR","China","Haier Electronics Group Co., Ltd."
"HRGHY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HARTALEGA HLDGS BHD S/ADR","Malaysia","Hartalega Holdings BHD"
"HRGLF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HARGREAVES LANSDOWN ORD","United Kingdom","Hargreaves Lansdown PLC"
"HRGLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HARGREAVES LANSDOWN ADR","United Kingdom","Hargreaves Lansdown PLC"
"HRGP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HARRISON ROSS GROUP INC","USA","Harrison-Ross Group, Inc."
"HRNF","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HEATHROW NATURAL FOOD&BEV","USA","Heathrow Natural Food and Beverage, Inc."
"HRRN","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","HE-5 RES CORP","USA","HE-5 Resources Corp."
"HRTT","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","HEART TRONICS INC","USA","Heart Tronics Inc."
"HRUFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","H&R RE INVST STPLD UNITS","Canada","H & R Real Estate Investment Trust"
"HRZCA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","A","HORIZON TELCOM INC A","USA","Horizon Telcom, Inc."
"HRZCB","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","B","HORIZON TELCOM B","USA","Horizon Telcom, Inc."
"HSBK","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HIGHLANDS BANCORP INC","USA","Highlands Bancorp Inc."
"HSCC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOMELAND SECURITY CORP","USA","Homeland Security Corp."
"HSCHF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","A","H-SOURCE HLDG LTD A","Canada","H-Source Holdings Ltd."
"HSCM","OTC Link","05/02/2017","OTC Pink No Information","N","Preferred Stock","","HIGHLAND SURPRISE CON MNG","USA","Highland Surprise Consolidated Mining Co."
"HSDT","OTC Link","05/02/2017","OTCQB","N","Common Stock","","HELIUS MEDICAL TECHS INC","USA","Helius Medical Technologies, Inc."
"HSEN","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HONSEN ENE & RES INTL LTD","Hong Kong","Honsen Energy & Resources International Limited"
"HSHS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HASHINGSPACE CORPORATION","USA","HashingSpace Corporation"
"HSITF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HADASIT BIO HOLDINGS NEW","Israel","Hadasit Bio Holdings Ltd."
"HSNGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HANG SENG BANK LTD S/ADR","Hong Kong","Hang Seng Bank Ltd."
"HSPG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOME SHOPPING LATINO NEW","USA","Home Shopping Latino, Inc."
"HSQVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HUSQUARVA AB S/ADR","Sweden","Husqvarna AB"
"HSTC","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HST GLOBAL INC","USA","HST Global, Inc."
"HSTG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HOLOGRAPHIC STORAGE INC","USA","Holographic Storage Ltd."
"HSTH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","HS3 TECHS INC","USA","HS3 Technologies, Inc."
"HSXUF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HANG SENG INDEX ETF","Hong Kong","Hang Seng Index ETF"
"HTBNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HUNTER BAY MNRLS PLC ORD","United Kingdom","Hunter Bay Minerals PLC"
"HTCMY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","HITACHI CONST MACH UN/ADR","China","Hitachi Construction Machinery Co., Ltd."
"HTCO","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","HEMPTECH CORP","USA","HempTech Corp."
"HTCTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","HUTCHISON TELECM HK HLDGS","Hong Kong","Hutchison Telecommunications Hong Kong Holdings Ltd."
"HTDS","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","HARD TO TREAT DISEASES","USA","Hard to Treat Diseases, Inc."
